  0     0.000000     0.000000     0.000000   0
  1     1.460242     0.000051    -0.038436   1
  2     2.919932     0.101957    -0.093411   2
  3     4.381282     0.170285     0.003716   3
  4     6.578011     0.122649     0.070840   4
  5     8.771297     0.070722    -0.003959   5
  6    10.965124     0.008009     0.000000   6
