  0     0.000000     0.000000     0.000000   0
  1     1.055367     0.062076    -0.128889   1
  2     2.109752     0.288691    -0.330062   2
  3     3.162082     0.489822     0.000343   3
  4     4.378676     0.280474     0.176132   4
  5     5.596476     0.077181     0.144913   5
  6     6.813660     0.004002     0.000000   6
